ENSEMBL_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	biotype
ENSG00000023909.9	1620.57357136826	0.764204860392724	0.227267013057169	24.7047748668722	0.000158862247733916	0.0039633118451621	GCLM	protein_coding
ENSG00000024048.10	740.648641489126	0.437390332954697	0.139976907502105	18.3251551680344	0.00256532414146325	0.0318973922558662	UBR2	protein_coding
ENSG00000026103.21	351.620467079785	0.164190451243047	0.221009417995162	23.7910636269549	0.000238130297279532	0.00535392666601558	FAS	protein_coding
ENSG00000027075.14	230.045504973266	1.01827518484379	0.392488368081016	24.2949551832497	0.000190530669665843	0.0045655993685221	PRKCH	protein_coding
ENSG00000029363.16	5355.00375406011	0.263586939491567	0.151690212387392	19.2204526333333	0.00174858764642662	0.0242033189287778	BCLAF1	protein_coding
ENSG00000029364.11	934.123419890547	-0.214392838403407	0.136076328511834	20.0977149869829	0.00119804598985396	0.0184640897992412	SLC39A9	protein_coding
ENSG00000031003.10	2037.92975075645	0.262148946966962	0.119984063674982	35.5781811030128	1.15337923840131E-06	7.35514647998878E-05	FAM13B	protein_coding
ENSG00000031698.12	2293.98808533152	0.702709326008097	0.117732664853169	65.5643956122757	8.55873104437924E-13	2.54703760294515E-10	SARS	protein_coding
ENSG00000033100.16	1643.27303914199	-0.213276627396607	0.113561240024009	17.6172821918924	0.00346635498048525	0.0396142089705403	CHPF2	protein_coding
ENSG00000033178.12	1918.73161326162	0.42706727509437	0.257129353858426	31.4477372346583	7.641012081985E-06	0.000353722259306409	UBA6	protein_coding
ENSG00000034152.18	673.734433669307	-0.174733967986944	0.176661277088195	24.5137065062752	0.000172920194369958	0.00424622693404736	MAP2K3	protein_coding
ENSG00000034677.12	1151.64036886515	-0.122892739094858	0.146898705141603	32.3479057549912	5.06935564139254E-06	0.000251436016514942	RNF19A	protein_coding
ENSG00000035403.17	1920.79703721993	0.106670737449092	0.139967110998841	22.3484816875422	0.000449455225156771	0.00888883047347229	VCL	protein_coding
ENSG00000035862.12	593.757530838	-0.841083859429176	0.136321937873646	61.8631449334803	5.00542699806909E-12	1.27679249079318E-09	TIMP2	protein_coding
ENSG00000037637.10	598.12114640196	0.243125012157078	0.17274230680605	17.6655575449515	0.00339612282746778	0.0391537599634772	FBXO42	protein_coding
ENSG00000039319.16	1422.33059191214	0.632229775732209	0.159931498401195	22.6376362543195	0.000395879814988058	0.00812496191713586	ZFYVE16	protein_coding
ENSG00000039560.13	2545.92179332403	0.189166644300324	0.157683649954607	28.5436721668447	2.84908228290896E-05	0.0009919409318685	RAI14	protein_coding
ENSG00000039650.11	865.770431764308	0.346453397336159	0.19308325467047	18.6321459189981	0.00225009735797109	0.0290700060023629	PNKP	protein_coding
ENSG00000040633.12	1099.54538794626	-0.039201347488783	0.120603001939477	20.6534875565006	0.000941691210630352	0.0156310736277142	PHF23	protein_coding
ENSG00000044574.7	10960.2738424279	0.814036360512701	0.136380805474668	43.1736195043251	3.40744228795302E-08	3.32731415290037E-06	HSPA5	protein_coding
ENSG00000048828.16	4329.5620835264	0.240127290592174	0.104576474785811	24.1331206814044	0.000204689877314167	0.00481811445677924	FAM120A	protein_coding
ENSG00000049192.14	111.353672310063	1.16652514216859	0.394480730555854	36.0691714135758	9.2002559921796E-07	6.02062825373051E-05	ADAMTS6	protein_coding
ENSG00000049239.12	353.492452251431	-0.56810262950395	0.225736082885229	22.2153881603932	0.000476462044898295	0.00929837666183732	H6PD	protein_coding
ENSG00000049246.14	97.707045182345	-0.470866743737574	0.366715450849225	18.7290187159789	0.00215875577402358	0.0284024088626535	PER3	protein_coding
ENSG00000049883.14	355.421470657981	0.333067454583665	0.263922840732932	19.1796263848756	0.00177952271682664	0.0245228825111535	PTCD2	protein_coding
ENSG00000050405.13	1266.83227204361	0.326434239892212	0.129791486186492	27.6919529653704	4.18089373678481E-05	0.00137518396884404	LIMA1	protein_coding
ENSG00000051108.14	3761.94008794933	0.781112401624524	0.142807039579598	53.277766018148	2.94941138862835E-10	4.60808661830822E-08	HERPUD1	protein_coding
ENSG00000052802.12	876.664319547167	-0.520956668321785	0.164902281158387	39.9758774689485	1.51018832204034E-07	1.23371528347596E-05	MSMO1	protein_coding
ENSG00000054654.16	1269.14494067953	0.10429244514966	0.166162138746888	21.209854007531	0.000739338501540204	0.0131077899726965	SYNE2	protein_coding
ENSG00000055917.15	2515.20670375041	0.209700629028055	0.129073727099139	17.492412692011	0.00365467704230307	0.0412645061894725	PUM2	protein_coding
ENSG00000056097.15	3208.41960317103	0.217326830929341	0.0956298263932089	31.8598281982554	6.33329595557625E-06	0.000304461023649029	ZFR	protein_coding
ENSG00000060339.13	1662.41574381885	0.580482598438788	0.186537615787239	30.4498943003057	1.20263788463579E-05	0.000489634231923867	CCAR1	protein_coding
ENSG00000061938.16	255.817121532944	0.57082944348914	0.320185979741402	17.3283034331422	0.0039174636833351	0.0435626143932432	TNK2	protein_coding
ENSG00000063176.15	458.610286899102	-0.355455906703383	0.156153503828865	24.9167775333594	0.000144584680989392	0.00371080888641975	SPHK2	protein_coding
ENSG00000063438.16	404.5712985402	1.4074119438833	0.278968168586881	48.3592982662778	2.99987890499947E-09	3.78742287207963E-07	AHRR	protein_coding
ENSG00000064042.17	2169.59325075944	0.433092525531752	0.167487810889023	27.6472177189503	4.26582657391366E-05	0.00139577398815044	LIMCH1	protein_coding
ENSG00000064115.10	1589.28149775621	-0.283036841031925	0.151064487057292	22.6323295069775	0.00039680379694488	0.00812574429834439	TM7SF3	protein_coding
ENSG00000064225.12	218.928531142283	-0.816689758026745	0.355008977580636	21.1252654838227	0.000767081453010691	0.0134094420715813	ST3GAL6	protein_coding
ENSG00000065060.16	503.128478759968	0.764303201833905	0.222681676724203	28.160398620318	3.38627983059655E-05	0.00115013890224528	UHRF1BP1	protein_coding
ENSG00000065154.11	1985.59427017036	-0.225381425266531	0.108317139740739	16.8964424673973	0.00470044230885382	0.0491227662360902	OAT	protein_coding
ENSG00000065328.16	847.596455830917	-0.450639207046939	0.126223081856898	17.9845710627904	0.00296580361234836	0.0352372427288423	MCM10	protein_coding
ENSG00000065526.10	828.278501554991	-0.611631536077065	0.253710643220782	30.0091847303863	1.46873145938121E-05	0.000577285361975024	SPEN	protein_coding
ENSG00000065911.11	1473.73089324458	1.20366598409168	0.177033300837861	85.5792600921042	5.69121252968397E-17	3.43170567799143E-14	MTHFD2	protein_coding
ENSG00000066032.18	1401.18474520179	0.0670797770706479	0.105563859283736	18.9507892049562	0.00196312781170103	0.0265261947792727	CTNNA2	protein_coding
ENSG00000066084.12	1157.2621393049	0.643267292959205	0.166689616811399	20.629562276104	0.00095152022986727	0.0156487517804092	DIP2B	protein_coding
ENSG00000066279.17	2364.61658875318	0.0794672597395524	0.10279098497267	30.416566930526	1.22096625810766E-05	0.000492285718067341	ASPM	protein_coding
ENSG00000066455.12	1047.33580500881	0.479668640827061	0.151937105673592	17.5760629695748	0.00352744505764934	0.0400813961595992	GOLGA5	protein_coding
ENSG00000066926.10	622.649733069982	0.416613684059818	0.147752164965759	32.6799254644469	4.35624399660821E-06	0.000223150384072156	FECH	protein_coding
ENSG00000067082.14	1092.80324919677	0.349151972544927	0.138844370146244	25.7575589841142	9.94338763200455E-05	0.00276183115583166	KLF6	protein_coding
ENSG00000067113.16	552.476836121491	-0.218759631023697	0.179085737084993	40.5834618001585	1.13879978265695E-07	9.48923898895279E-06	PLPP1	protein_coding
ENSG00000067445.20	775.394116933852	0.0475662754118511	0.160986637518384	24.2006130074189	0.000198662604220529	0.00469117127562275	TRO	protein_coding
ENSG00000068615.17	148.108905698056	1.02620139098893	0.303867626021149	17.2299215395899	0.00408376801273033	0.0446395681145469	REEP1	protein_coding
ENSG00000068878.14	2200.69230042186	0.10447170811502	0.14140663081742	26.5118936865452	7.098345789334E-05	0.00210242237016317	PSME4	protein_coding
ENSG00000069956.11	1595.9379205794	0.490506407517781	0.182837668464491	24.6385974400336	0.000163598375927972	0.00405717480302327	MAPK6	protein_coding
ENSG00000070423.17	381.725605934578	0.318502220808798	0.22801482392362	17.7263290411089	0.00330968869903888	0.0382680842269075	RNF126	protein_coding
ENSG00000070669.16	1052.02443113803	2.02285142667956	0.195973277770553	189.238762380719	5.68231509426311E-39	7.10232563631946E-35	ASNS	protein_coding
ENSG00000070831.15	3672.65854767179	-0.325943383373185	0.0987324745513219	19.5694506652025	0.00150482370365535	0.0218961483957953	CDC42	protein_coding
ENSG00000070961.15	2243.58275657884	0.547219550480138	0.182863459684622	25.1436726453574	0.000130709299467694	0.00343533288315851	ATP2B1	protein_coding
ENSG00000071537.13	3155.95258759287	0.592781644467565	0.166654302947807	24.0083051403354	0.000216316545586446	0.00503489851635938	SEL1L	protein_coding
ENSG00000071794.15	2015.99557901671	0.0389995156009666	0.158500028117331	19.1734782323436	0.00178422765513092	0.0245606403760808	HLTF	protein_coding
ENSG00000072210.18	7801.974452321	0.117427157715078	0.093391464967354	27.4224778484825	4.7190958919539E-05	0.00151629767489799	ALDH3A2	protein_coding
ENSG00000072274.12	27447.9543638401	1.31258247502898	0.232731013333109	65.2139490918427	1.01186277590699E-12	2.93772174225393E-10	TFRC	protein_coding
ENSG00000072571.19	746.404628866316	-0.347987073406104	0.174906017743103	25.1534776103533	0.000130140365891783	0.00343533288315851	HMMR	protein_coding
ENSG00000073578.16	4116.03358745232	-0.0858970936142229	0.150431137411272	17.6166303505733	0.00346731295413802	0.0396142089705403	SDHA	protein_coding
ENSG00000073712.14	926.278916956337	0.184912390588471	0.127007041870166	37.0583673493941	5.83025837124244E-07	3.98209832689395E-05	FERMT2	protein_coding
ENSG00000073969.18	1857.92008993455	-0.0746406052806545	0.124813062695436	26.473719960573	7.22064130781435E-05	0.00212354813426757	NSF	protein_coding
ENSG00000074603.18	1110.15543225524	0.342741561071329	0.148405121034829	17.7540862928076	0.00327093006036916	0.0379956829224481	DPP8	protein_coding
ENSG00000074621.13	80.0522988397232	0.676660672933928	0.506759279758005	30.6797329817778	1.08346637960109E-05	0.000452917935740269	SLC24A1	protein_coding
ENSG00000074695.5	3783.96443355778	0.277400783127174	0.122411050055057	20.7793991200971	0.000891588622778279	0.0149382924880774	LMAN1	protein_coding
ENSG00000074755.14	1100.14547764888	0.306228919129381	0.167328938300848	20.5233676504452	0.000996380450316898	0.0161073225271605	ZZEF1	protein_coding
ENSG00000074935.13	323.844770281729	0.738680005082813	0.245033476915762	24.0335042647553	0.000213917782864306	0.00498835516421821	TUBE1	protein_coding
ENSG00000075218.18	711.72477518769	-0.465033941982146	0.141154883524285	20.6155423517939	0.000957326782960833	0.0157235577663961	GTSE1	protein_coding
ENSG00000075240.16	46.26365816306	-2.24894271019794	0.724599451845585	18.6974151361945	0.00218814765980469	0.0286383849213601	GRAMD4	protein_coding
ENSG00000075426.11	503.279797825043	0.195580099026473	0.224908229440573	35.4215354551341	1.23956654302892E-06	7.8249203137972E-05	FOSL2	protein_coding
ENSG00000075618.17	10596.4202328776	-0.303105250534429	0.10774894222935	35.9902285085716	9.54095157839434E-07	6.21106009262244E-05	FSCN1	protein_coding
ENSG00000075643.5	206.851281686219	0.494915134475244	0.477539926033889	21.407972138531	0.000678172226694681	0.0122847458861693	MOCOS	protein_coding
ENSG00000075651.15	3042.24060965662	0.419249573869829	0.15893843511953	20.9644925720993	0.000822667821900032	0.0141243476729787	PLD1	protein_coding
ENSG00000075711.20	2245.6101952071	0.164089707253025	0.175011026796372	20.4925445663195	0.00100978664297653	0.016285578387824	DLG1	protein_coding
ENSG00000076716.8	748.388339588593	0.223506077894168	0.160155603409238	28.7790363915005	2.56204430615577E-05	0.00091233594822339	GPC4	protein_coding
ENSG00000076984.17	622.123517713065	-0.234775290020724	0.197422718576657	25.8871754982245	9.38460086721986E-05	0.0026478132333946	MAP2K7	protein_coding
ENSG00000077232.17	1727.77750381396	0.578576296063493	0.174264123784892	30.9813383740413	9.44705693721465E-06	0.000409434064057214	DNAJC10	protein_coding
ENSG00000077585.13	327.111058509105	-0.196437963772464	0.221843304927448	22.9905777865685	0.000338968990238966	0.00709677287939168	GPR137B	protein_coding
ENSG00000078177.13	834.471780104325	0.813641975531336	0.233990207357506	21.5097677762063	0.000648712553775278	0.0118889416563595	N4BP2	protein_coding
ENSG00000078246.16	771.782073533872	0.600759020541913	0.158069550695195	24.8118784201018	0.000151483003697847	0.00384053968198659	TULP3	protein_coding
ENSG00000078674.17	1190.77843954333	0.330332728796427	0.157661750409292	26.136255165127	8.39667238510812E-05	0.00243503499168135	PCM1	protein_coding
ENSG00000078804.12	423.775309429183	-0.571194961937841	0.24035083915618	38.1663558857605	3.49374322492975E-07	2.55370155370742E-05	TP53INP2	protein_coding
ENSG00000079102.16	217.400007540809	0.694518813028102	0.358932985198682	29.8421591496176	1.58419952541482E-05	0.000616850774709029	RUNX1T1	protein_coding
ENSG00000079215.13	610.14246132318	0.828663497523471	0.166856437145781	47.9757484991559	3.59264112758252E-09	4.44598232214395E-07	SLC1A3	protein_coding
ENSG00000079459.12	2978.82598538567	-0.407057937593512	0.118846859903823	30.4401541795921	1.20796601654592E-05	0.000489638916916676	FDFT1	protein_coding
ENSG00000079950.13	642.61276177849	0.72721723424719	0.22197884257417	17.0112901909739	0.00447843451946914	0.047598599539834	STX7	protein_coding
ENSG00000079999.13	1574.34119004076	0.162095678624158	0.138261223388446	17.0451026536585	0.00441504811424547	0.0472463068321525	KEAP1	protein_coding
ENSG00000080031.9	1875.82657235345	0.514822634357495	0.155200538181041	44.9188171218904	1.50707227580151E-08	1.65235933116168E-06	PTPRH	protein_coding
ENSG00000080345.17	2397.49151460595	0.37446286709526	0.136216484897251	18.5062165487188	0.00237452236862518	0.0302848521280063	RIF1	protein_coding
ENSG00000080822.16	2463.0274146999	0.11312083760622	0.119013049544791	26.5896652274253	6.85550691071401E-05	0.00204016621135749	CLDND1	protein_coding
ENSG00000080824.18	20173.2951727465	-0.173466844622299	0.0834235089689528	24.6018700935825	0.000166286847399822	0.00410350572668257	HSP90AA1	protein_coding
ENSG00000080947.14	55.5925301608751	0.837912837517487	0.724255463753769	17.4060395678111	0.00379075972498943	0.0424939065494555	CROCCP3	transcribed_unprocessed_pseudogene
ENSG00000081059.19	361.939155619289	-0.906871360991842	0.228429578691994	41.1197430056279	8.87441032818927E-08	7.44437950953273E-06	TCF7	protein_coding
ENSG00000081181.7	883.690985914239	0.353087834119408	0.168465447522716	31.0781883683304	9.04008640599474E-06	0.000399265158970064	ARG2	protein_coding
ENSG00000081189.15	1878.63452710883	0.120489008677211	0.175893666823646	56.6628529105917	5.93428807467204E-11	1.09077450949009E-08	MEF2C	protein_coding
ENSG00000081320.10	834.941778092295	-0.183737009842099	0.202145434682102	30.6647572929297	1.09086075308938E-05	0.000453424328249964	STK17B	protein_coding
ENSG00000083312.17	4877.22150465551	0.550778458507238	0.17292159363031	18.4694243297035	0.00241213193751263	0.0304845673275737	TNPO1	protein_coding
ENSG00000083720.12	1291.85252471255	-0.256486329669174	0.158481059155083	18.8021767220999	0.00209219579412042	0.0278404519433175	OXCT1	protein_coding
ENSG00000083799.17	1321.80955828108	0.148778666506165	0.166689859209303	17.6406688679364	0.00343215576196314	0.0393967108012854	CYLD	protein_coding
ENSG00000083857.13	5055.86501733554	-0.104134335068387	0.157672919703556	21.1471953169562	0.000759792034305093	0.0133567378857656	FAT1	protein_coding
ENSG00000085063.14	2309.27221184533	-0.413638023738586	0.117716508041399	20.6539214126512	0.000941513899268955	0.0156310736277142	CD59	protein_coding
ENSG00000085563.14	5272.40559751112	0.419718261082287	0.095870616413368	24.9506202305424	0.000142426171883393	0.00366293152751137	ABCB1	protein_coding
ENSG00000085741.12	671.68777465496	0.0611320270140169	0.147128763533774	30.7224405875566	1.06265144571682E-05	0.000447208094949983	WNT11	protein_coding
ENSG00000085760.14	487.845020264366	0.295798066196065	0.212629749086853	25.9886035172768	8.96912715811289E-05	0.00255947763354459	MTIF2	protein_coding
ENSG00000086061.15	4977.54376011936	-0.158747776698331	0.08211578098601	18.6370448553991	0.00224538845584802	0.0290700060023629	DNAJA1	protein_coding
ENSG00000086619.13	536.471068718986	0.422153390105642	0.211793335274282	20.4781877396861	0.00101609146438979	0.0163661433162474	ERO1B	protein_coding
ENSG00000087074.7	1094.67474957562	1.60893755927302	0.290589504456094	52.5944942443601	4.07388491102339E-10	6.13487801239535E-08	PPP1R15A	protein_coding
ENSG00000087076.8	289.983279393948	0.92785967971663	0.210272052758226	25.8064636347772	9.72878754563541E-05	0.00271912484721625	HSD17B14	protein_coding
ENSG00000087086.14	16271.1225681873	0.387323374963344	0.0873292610290482	33.2115792211068	3.41633359536711E-06	0.00018210112439854	FTL	protein_coding
ENSG00000087299.11	493.782859794621	-0.194315358091019	0.203780026733206	17.3030092721342	0.00395957729084295	0.0438445660839641	L2HGDH	protein_coding
ENSG00000087903.12	100.949614276941	-0.00679465344518049	0.396033373608651	25.2866667176196	0.000122650579102562	0.00326867716034739	RFX2	protein_coding
ENSG00000088448.14	1387.27896801185	0.636835677441611	0.178468884515806	58.0446786584714	3.07941003014882E-11	6.25176842173533E-09	ANKRD10	protein_coding
ENSG00000088451.10	490.337609899093	0.504730536297823	0.188453281506322	16.9476210308008	0.0046002138790403	0.0484398258417226	TGDS	protein_coding
ENSG00000088808.16	950.385890478236	-0.347289769077239	0.218969357500927	21.5472486446678	0.000638186445637247	0.0117630978797186	PPP1R13B	protein_coding
ENSG00000088986.10	3146.66498278341	-0.260591570832369	0.122389418477093	20.9758901620001	0.000818599768416001	0.0140932210818617	DYNLL1	protein_coding
ENSG00000089057.14	5764.67667270452	0.367467818892554	0.140378816671363	29.4873307045973	1.86026167415647E-05	0.000709393991713488	SLC23A2	protein_coding
ENSG00000089220.4	12004.9825256274	-0.236177646635748	0.0915917775268022	19.0623871362005	0.00187137655039225	0.0255074542021295	PEBP1	protein_coding
ENSG00000089280.18	6832.28762404698	-0.304608770117122	0.157067151474186	20.9119396119212	0.000841684237305543	0.0143327129183678	FUS	protein_coding
ENSG00000089685.14	1920.4178505716	-0.395799556833573	0.133843235055937	20.8051580807097	0.00088166691344196	0.0148278342644674	BIRC5	protein_coding
ENSG00000089818.17	1178.50652229625	0.304885770939714	0.146011397744113	32.6593037612839	4.39747408435189E-06	0.000224342973797201	NECAP1	protein_coding
ENSG00000090776.5	349.559340669106	-0.94714554240039	0.238271843059986	70.9764988970004	6.41746741612167E-14	2.22810903428069E-11	EFNB1	protein_coding
ENSG00000090861.15	2204.26505725944	0.810424620016853	0.139826156138328	61.7245107312233	5.34724599463597E-12	1.3367045537391E-09	AARS	protein_coding
ENSG00000090905.18	1597.45366088312	0.350608796879539	0.190975335091925	17.1610330162	0.00420430512603449	0.0456159807033898	TNRC6A	protein_coding
ENSG00000091129.19	1317.97264693485	-0.121935083132919	0.206636636134563	24.7376317421466	0.000156561430554101	0.00392156577253649	NRCAM	protein_coding
ENSG00000091136.13	5523.50465834575	0.291835388535664	0.08657597028919	22.1762814514071	0.000484697509564567	0.00943169869187148	LAMB1	protein_coding
ENSG00000091317.7	2478.42334994636	-0.350686999039361	0.102973684804911	19.3465040994964	0.00165637069833096	0.0233205326589003	CMTM6	protein_coding
ENSG00000091428.17	1113.46528839306	0.403301558238474	0.286800485936523	20.6301688293361	0.000951269801256655	0.0156487517804092	RAPGEF4	protein_coding
ENSG00000091490.10	187.159022227347	1.55192006143774	0.476602804200163	18.4059535801588	0.00247839039680402	0.031101808804873	SEL1L3	protein_coding
ENSG00000091527.15	3369.16106814725	0.468818835345169	0.0966371181683513	33.4256564923935	3.09753644180488E-06	0.000168330904287475	CDV3	protein_coding
ENSG00000092621.11	3030.26767784837	0.406370608003754	0.0892787279103211	26.797979544603	6.24486416536495E-05	0.00189452808744894	PHGDH	protein_coding
ENSG00000093000.18	940.355795049873	0.299751897789856	0.147807523698304	19.7335609255514	0.00140206145156337	0.0207556907033545	NUP50	protein_coding
ENSG00000093009.9	1553.44657127652	-0.147826322495456	0.120708249447552	19.5326760021543	0.00152884729407879	0.0221682857641425	CDC45	protein_coding
ENSG00000094804.9	1880.83465813969	0.0954794408583017	0.159182895518351	17.0761972233835	0.00435753107284656	0.0468715842336568	CDC6	protein_coding
ENSG00000095261.13	873.899433145667	0.0497142739792326	0.213188835228618	22.3930527781948	0.000440753213935869	0.00875830591571451	PSMD5	protein_coding
ENSG00000095397.13	3031.56885713675	0.765516629223868	0.152232761634702	80.7018437756253	5.9841624724761E-16	2.77022395346218E-13	WHRN	protein_coding
ENSG00000095739.10	169.156734237916	0.455599124927621	0.254198811693796	18.4930195661083	0.00238794591038058	0.030328326953475	BAMBI	protein_coding
ENSG00000097007.17	1798.90265071895	-0.231075757826791	0.138770799442117	17.8215144295929	0.00317861864830831	0.0371304247525285	ABL1	protein_coding
ENSG00000099194.5	7249.21062992754	-0.45245981192196	0.119258789340662	41.6903365613106	6.8044281768363E-08	6.11860055987604E-06	SCD	protein_coding
ENSG00000099203.6	620.407448178156	-0.215482432942555	0.139573917122744	17.0479174787629	0.00440981101455983	0.0472307008320336	TMED1	protein_coding
ENSG00000099204.18	60.266620414429	-1.1440625872027	0.474035539332001	17.7414903943193	0.00328846287068753	0.0380877699076443	ABLIM1	protein_coding
ENSG00000099260.10	591.507121917501	0.517014654287502	0.157246070226469	25.8683573947363	9.46375443570295E-05	0.00265218535183523	PALMD	protein_coding
ENSG00000099783.11	4456.99573512746	-0.104182192455896	0.127514817231103	26.0832051124914	8.59805974346418E-05	0.00247745525915159	HNRNPM	protein_coding
ENSG00000099901.16	4976.53726477972	-0.182484777786027	0.0779490179189961	18.4698144663452	0.00241173008602707	0.0304845673275737	RANBP1	protein_coding
ENSG00000099956.18	2301.74383789459	-0.177594294074234	0.0961496218318058	24.8593636884208	0.000148320861169277	0.00377405860326088	SMARCB1	protein_coding
ENSG00000099968.17	1929.34207552083	0.367357584927526	0.120140436614039	20.1249340274804	0.0011840273337755	0.0183237245483737	BCL2L13	protein_coding
ENSG00000100219.16	1385.49425899833	1.42554354589426	0.182244162489982	86.9833463153253	2.88848367702617E-17	1.90016618311316E-14	XBP1	protein_coding
ENSG00000100234.11	13676.7444266263	-0.16305293979902	0.0562923711281266	40.2782605871797	1.31232163110739E-07	1.07912553073758E-05	TIMP3	protein_coding
ENSG00000100242.15	1749.70667802378	-0.170791942856854	0.13575370869527	18.490944491141	0.00239006336900335	0.030328326953475	SUN2	protein_coding
ENSG00000100292.16	236.577329116612	1.21807605533079	0.308827972219596	24.599639783152	0.000166451508394917	0.00410350572668257	HMOX1	protein_coding
ENSG00000100302.6	604.074492646717	-0.153528191733406	0.205151907803248	19.4739071614729	0.00156802353751769	0.022631323551309	RASD2	protein_coding
ENSG00000100314.3	75.022204443102	-0.836848733937392	0.413289683031843	19.3578076976534	0.00164833853195704	0.0233205326589003	CABP7	protein_coding
ENSG00000100461.17	1282.2597908248	-0.000399604478030371	0.0940053407172232	46.9689516193076	5.76487477713038E-09	6.67177498512524E-07	RBM23	protein_coding
ENSG00000100503.23	1810.62128131193	0.239189697669117	0.2035088482381	17.8635297259907	0.00312239337931516	0.0367830300170219	NIN	protein_coding
ENSG00000100625.8	364.609922208546	0.157970602461079	0.237085643536812	23.0333751427468	0.000332642605377697	0.00697600658492589	SIX4	protein_coding
ENSG00000100626.16	49.6801609000166	-1.48920203195064	0.714869016064346	18.863774226502	0.00203771875216271	0.0272984423186299	GALNT16	protein_coding
